输入商标名,历史商标名,输入商标编号,历史商标编号,两个商标有共同小项？,汉字编辑距离相似度,拼音相似度,汉字包含被包含,汉字排列组合,汉字含义相近,汉字字形相似度,英文编辑距离相似度,英文包含被包含,英文排列组合,数字完全匹配,商标状态,历史商标状态,是否相似商标
扶生元,盛园,17674761,16834124,True,0.0,0.77,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,1,1,1
扶生元,福生堂,17674761,15597556,True,0.33,0.77,0.33,0.33,0.57,0.5,0.0,0.0,0.0,0.0,1,1,1
扶生元,滇圣源,17674761,16183665,True,0.0,0.73,0.0,0.0,0.04,0.48,0.0,0.0,0.0,0.0,1,1,1
扶生元,福兆源,17674761,16561240,True,0.0,0.69,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,1,1,1
扶生元,富升优,17674761,16576119,True,0.0,0.77,0.0,0.0,0.03,0.43,0.0,0.0,0.0,0.0,1,1,1
扶生元,颐生元,17674761,16577243,True,0.67,0.85,0.67,0.67,0.92,0.82,0.0,0.0,0.0,0.0,1,1,1
扶生元,易生源,17674761,4478097,True,0.33,0.85,0.33,0.33,0.62,0.65,0.0,0.0,0.0,0.0,1,1,1
扶生元,伊扶生,17674761,15467200,True,0.33,0.38,0.67,0.67,0.64,0.78,0.0,0.0,0.0,0.0,1,1,1
扶生元,宜生源,17674761,15259589,True,0.33,0.85,0.33,0.33,0.62,0.53,0.0,0.0,0.0,0.0,1,1,1
扶生元,半生缘,17674761,12283042,True,0.33,0.79,0.33,0.33,0.63,0.51,0.0,0.0,0.0,0.0,1,1,1
扶生元,生息元,17674761,13680604,True,0.33,0.54,0.33,0.67,0.59,0.83,0.0,0.0,0.0,0.0,1,1,1
扶生元,再生元,17674761,15953080,True,0.67,0.79,0.67,0.67,0.91,0.81,0.0,0.0,0.0,0.0,1,1,1
扶生元,瀚生缘,17674761,15954298,True,0.33,0.79,0.33,0.33,0.62,0.57,0.0,0.0,0.0,0.0,1,1,1
扶生元,扶元宁,17674761,4764001,True,0.33,0.38,0.33,0.67,0.65,0.47,0.0,0.0,0.0,0.0,1,1,1
扶生元,福欣源,17674761,17656132,True,0.0,0.69,0.0,0.0,0.06,0.36,0.0,0.0,0.0,0.0,1,1,1
扶生元,粤圣源,17674761,17009267,True,0.0,0.86,0.0,0.0,0.09,0.44,0.0,0.0,0.0,0.0,1,1,1
扶生元,赋生堂,17674761,17037228,True,0.33,0.77,0.33,0.33,0.61,0.53,0.0,0.0,0.0,0.0,1,1,1
扶生元,生塬,17674761,16150562,True,0.33,0.77,0.33,0.33,0.58,0.0,0.0,0.0,0.0,0.0,1,1,1
扶生元,净生源,17674761,16871430,True,0.33,0.73,0.33,0.33,0.57,0.61,0.0,0.0,0.0,0.0,1,1,1
扶生元,众生缘,17674761,4447474,True,0.33,0.69,0.33,0.33,0.6,0.5,0.0,0.0,0.0,0.0,1,1,1
扶生元,宝圣源,17674761,15655903,True,0.0,0.79,0.0,0.0,0.01,0.44,0.0,0.0,0.0,0.0,1,1,1
扶生元,长生苑,17674761,17264505,True,0.33,0.69,0.33,0.33,0.61,0.55,0.0,0.0,0.0,0.0,1,1,1
扶生元,生原  BIOMEDIC,17674761,15780191,True,0.33,0.77,0.33,0.33,0.61,0.0,0.0,0.0,0.0,0.0,1,1,1
扶生元,元瑞生,17674761,8683465,True,0.0,0.21,0.33,0.67,0.04,0.58,0.0,0.0,0.0,0.0,1,1,1
背包E族 BEIZU,背包E族,17675166,17127313,True,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1
玉洁,雨杰,17674682,12003512,True,0.0,1.0,0.0,0.0,0.06,0.19,0.0,0.0,0.0,0.0,1,1,1
玉洁,冰清玉洁,17674682,11575253,True,0.5,0.38,1.0,0.5,0.86,0.0,0.0,0.0,0.0,0.0,1,1,1
玉洁,誉捷,17674682,8795707,True,0.0,1.0,0.0,0.0,0.01,0.23,0.0,0.0,0.0,0.0,1,1,1
玉洁,豫洁,17674682,1594953,True,0.5,1.0,0.5,0.5,0.85,0.22,0.0,0.0,0.0,0.0,1,1,1
玉洁,达善玉洁;DSYJ,17674682,4075833,True,0.5,0.43,1.0,0.5,0.85,0.0,0.0,0.0,0.0,0.0,1,1,1
玉洁,马玉杰,17674682,16166259,True,0.33,0.67,0.5,0.33,0.6,0.0,0.0,0.0,0.0,0.0,1,1,1
玉洁,玉洁蒲记,17674682,16533270,True,0.5,0.5,1.0,0.5,0.86,0.0,0.0,0.0,0.0,0.0,1,1,1
K11 ART VILLAGE,MEILANJIAZU,11468569,3882180,True,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,1,1,0
圳睿,睿圳,17673129,17572705,True,0.0,0.0,0.5,1.0,0.01,1.0,0.0,0.0,0.0,0.0,1,1,1
老爷宫,老爷车,11466156,1664931,True,0.67,0.64,0.67,0.67,0.91,0.78,0.0,0.0,0.0,0.0,1,1,1
TEAMAGIC,联合多邦,17670874,3883154,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
TEAMAGIC,TEAMAGIC,17670399,17643486,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1,1,1
YESFLOWERS,爱喜,11462543,3882023,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
水电之家法恩莎,恒路,17667899,3882226,True,0.0,0.11,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,1,1,0
道贡,为保舒,17667546,3883501,True,0.0,0.18,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,1,1,0
益网,蚁王,17666785,4092797,True,0.0,1.0,0.0,0.0,0.03,0.43,0.0,0.0,0.0,0.0,1,1,1
正乾头发管家,联合多邦,17663158,3883154,True,0.0,0.27,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,1,1,0
FOODLOVE,玄米,17661466,1575641,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
超选,潮悦轩,18018060,12214280,True,0.0,0.69,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0,1,1
U,U,17664696,16958246,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1,1,1
U,U,17664696,16958278,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1,1,1
U,U,17664696,15438925,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1,1,1
U,U,17664696,16165936,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1,1,1
U,U,17664696,16355529,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1,1,1
ZBN,欧美佳,11455194,3882675,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
禾乐,NJPALEO,17663360,3883194,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
水性德天,WEI-T.,17659381,3882342,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
贾湖骨笛,果子狸,17658700,3882703,True,0.0,0.25,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,1,1,0
祝今天过生日的妈妈生日快乐 永远快乐 I WISH A HAPPY BIRTHDAY TODAY'S MOM'S BIRTHDAY HAPPY FOREVER,茜茜库奇,17658579,3882685,True,0.0,0.17,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,1,1,0
PLAN N,徽香源,17657082,3882923,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
GM,GM,21976821,21241968,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1,0,1
够馋,徽香源,11445569,3882923,True,0.0,0.21,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1,1,0
BOSAN,欧美佳,17652921,3882675,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
FGSSM 富菘商贸,玄米,17652916,1575641,True,0.0,0.29,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,1,1,0
汉古沁姿,爱喜,21968292,3882023,True,0.0,0.31,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1,1,0
积寿堂,济民堂,11445335,1166281,True,0.33,0.67,0.33,0.33,0.59,0.32,0.0,0.0,0.0,0.0,1,1,1
积寿堂,德寿堂,11445335,1565652,True,0.67,0.83,0.67,0.67,0.91,0.8,0.0,0.0,0.0,0.0,1,1,1
积寿堂,济源堂,11445335,4171991,True,0.33,0.67,0.33,0.33,0.59,0.62,0.0,0.0,0.0,0.0,1,1,1
积寿堂,济龙堂,11445335,3953960,True,0.33,0.67,0.33,0.33,0.58,0.61,0.0,0.0,0.0,0.0,1,1,1
积寿堂,华寿堂,11445335,1908349,True,0.67,0.77,0.67,0.67,0.91,0.83,0.0,0.0,0.0,0.0,1,1,1
积寿堂,宁寿堂,11445335,11054065,True,0.67,0.79,0.67,0.67,0.92,0.56,0.0,0.0,0.0,0.0,1,1,1
积寿堂,济惠堂,11445335,6671396,True,0.33,0.75,0.33,0.33,0.65,0.36,0.0,0.0,0.0,0.0,1,1,1
积寿堂,延寿堂,11445335,1628563,True,0.67,0.77,0.67,0.67,0.91,0.8,0.0,0.0,0.0,0.0,1,1,1
积寿堂,季仁堂,11445335,11184876,True,0.33,0.67,0.33,0.33,0.62,0.63,0.0,0.0,0.0,0.0,1,1,1
积寿堂,济和堂,11445335,11190341,True,0.33,0.75,0.33,0.33,0.6,0.71,0.0,0.0,0.0,0.0,1,1,1
积寿堂,济养堂,11445335,6258828,True,0.33,0.67,0.33,0.33,0.62,0.36,0.0,0.0,0.0,0.0,1,1,1
小 C,为保舒,17651558,3883501,True,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
翰译欣翻译,东方理想集团,17649557,3882913,True,0.0,0.35,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1,1,0
通帆,劲霸;KBOXING,11443804,1589593,True,0.0,0.38,0.0,0.0,0.05,0.25,0.0,0.0,0.0,0.0,1,1,0
ALINSO I,关馥园,11443701,1567602,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
变色龙,劲霸,17646624,1569109,True,0.0,0.25,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,1,1,0
JML,劲霸;KBOXING,17645655,1589593,True,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,1,1,0
GT,银路   SILROAD,1144265,1116324,True,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,1,1,0
V 5 TECHNOLOGIES,红点子,17645631,3882686,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
参宝,NJPALEO,17645133,3883194,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
赛尔瑞,赛菲尔,17645513,16524504,True,0.33,0.5,0.33,0.67,0.62,0.69,0.0,0.0,0.0,0.0,1,1,1
赛尔瑞,赛尔顿,17645513,16931427,True,0.67,0.8,0.67,0.67,0.92,0.77,0.0,0.0,0.0,0.0,1,1,1
赛尔瑞,秘赛尔,17645513,15397109,True,0.33,0.3,0.67,0.67,0.58,0.62,0.0,0.0,0.0,0.0,1,1,1
赛尔瑞,赛尔顿,17645513,16785331,True,0.67,0.8,0.67,0.67,0.92,0.77,0.0,0.0,0.0,0.0,1,1,1
赛尔瑞,赫赛尔,17645513,16565345,True,0.33,0.3,0.67,0.67,0.62,0.71,0.0,0.0,0.0,0.0,1,1,1
赛尔瑞,赛缪尔,17645513,15472249,True,0.33,0.4,0.33,0.67,0.59,0.64,0.0,0.0,0.0,0.0,1,1,1
兴利达,卓利达,17644605,15325202,True,0.67,0.6,0.67,0.67,0.91,0.55,0.0,0.0,0.0,0.0,1,1,1
兴利达,兴达,17644605,17126836,True,0.67,0.7,0.33,0.67,0.92,0.0,0.0,0.0,0.0,0.0,1,1,1
兴利达,韩力达,17644605,17159513,True,0.33,0.7,0.33,0.33,0.61,0.21,0.0,0.0,0.0,0.0,1,1,1
兴利达,利茂达,17644605,16131737,True,0.33,0.4,0.33,0.67,0.61,0.79,0.0,0.0,0.0,0.0,1,1,1
兴利达,利速达,17644605,12343967,True,0.33,0.5,0.33,0.67,0.61,0.77,0.0,0.0,0.0,0.0,1,1,1
兴利达,利昌达,17644605,16725446,True,0.33,0.36,0.33,0.67,0.62,0.23,0.0,0.0,0.0,0.0,1,1,1
兴利达,佳利达,17644605,3485116,True,0.67,0.7,0.67,0.67,0.91,0.6,0.0,0.0,0.0,0.0,1,1,1
兴利达,加利达,17644605,16199012,True,0.67,0.7,0.67,0.67,0.91,0.3,0.0,0.0,0.0,0.0,1,1,1
兴利达,众力达,17644605,11304819,True,0.33,0.73,0.33,0.33,0.58,0.37,0.0,0.0,0.0,0.0,1,1,1
兴利达,柯利达,17644605,16610053,True,0.67,0.6,0.67,0.67,0.92,0.61,0.0,0.0,0.0,0.0,1,1,1
兴利达,威利达,17644605,1613790,True,0.67,0.6,0.67,0.67,0.91,0.81,0.0,0.0,0.0,0.0,1,1,1
兴利达,万立达,17644605,15480015,True,0.33,0.7,0.33,0.33,0.58,0.6,0.0,0.0,0.0,0.0,1,1,1
兴利达,豪利达,17644605,17618597,True,0.67,0.6,0.67,0.67,0.91,0.19,0.0,0.0,0.0,0.0,1,1,1
兴利达,康立达,17644605,17570161,True,0.33,0.8,0.33,0.33,0.62,0.38,0.0,0.0,0.0,0.0,1,1,1
兴利达,速利达,17644605,8411571,True,0.67,0.6,0.67,0.67,0.92,0.77,0.0,0.0,0.0,0.0,1,1,1
兴利达,美利达,17644605,15992890,True,0.67,0.6,0.67,0.67,0.91,0.81,0.0,0.0,0.0,0.0,1,1,1
兴利达,农利达,17644605,10777088,True,0.67,0.8,0.67,0.67,0.91,0.89,0.0,0.0,0.0,0.0,1,1,1
兴利达,久理达,17644605,10704033,True,0.33,0.7,0.33,0.33,0.65,0.27,0.0,0.0,0.0,0.0,1,1,1
兴利达,凯利达,17644605,3991661,True,0.67,0.6,0.67,0.67,0.91,0.23,0.0,0.0,0.0,0.0,1,1,1
兴利达,兴力达,17644605,15709979A,True,0.67,1.0,0.33,0.67,0.91,0.48,0.0,0.0,0.0,0.0,1,1,1
兴利达,科利达,17644605,15716910,True,0.67,0.6,0.67,0.67,0.92,0.65,0.0,0.0,0.0,0.0,1,1,1
兴利达,亿利达,17644605,4107085,True,0.67,0.7,0.67,0.67,0.91,0.52,0.0,0.0,0.0,0.0,1,1,1
兴利达,安立达,17644605,15608586,True,0.33,0.7,0.33,0.33,0.65,0.6,0.0,0.0,0.0,0.0,1,1,1
兴利达,开利达,17644605,1629799,True,0.67,0.6,0.67,0.67,0.91,0.78,0.0,0.0,0.0,0.0,1,1,1
兴利达,意利达,17644605,15407998,True,0.67,0.7,0.67,0.67,0.91,0.79,0.0,0.0,0.0,0.0,1,1,1
兴利达,恒力达,17644605,17206845,True,0.33,0.8,0.33,0.33,0.62,0.26,0.0,0.0,0.0,0.0,1,1,1
兴利达,兴隆达,17644605,11366607,True,0.67,0.75,0.33,0.67,0.91,0.49,0.0,0.0,0.0,0.0,1,1,1
兴利达,隆力达,17644605,4075666,True,0.33,0.8,0.33,0.33,0.59,0.24,0.0,0.0,0.0,0.0,1,1,1
兴利达,兴亿达,17644605,12419174,True,0.67,0.9,0.33,0.67,0.91,0.76,0.0,0.0,0.0,0.0,1,1,1
兴利达,思力达,17644605,16792945,True,0.33,0.7,0.33,0.33,0.59,0.22,0.0,0.0,0.0,0.0,1,1,1
兴利达,兴丰达,17644605,16752325,True,0.67,0.67,0.33,0.67,0.92,0.76,0.0,0.0,0.0,0.0,1,1,1
兴利达,广力达,17644605,15602358,True,0.33,0.73,0.33,0.33,0.65,0.32,0.0,0.0,0.0,0.0,1,1,1
兴利达,达利威,17644605,16586359,True,0.33,0.3,0.33,0.67,0.6,0.81,0.0,0.0,0.0,0.0,1,1,1
兴利达,亨利达,17644605,4689123,True,0.67,0.8,0.67,0.67,0.92,0.76,0.0,0.0,0.0,0.0,1,1,1
兴利达,利达行,17644605,5455547,True,0.33,0.2,0.67,0.67,0.6,0.57,0.0,0.0,0.0,0.0,1,1,1
兴利达,屹利达,17644605,15592803,True,0.67,0.7,0.67,0.67,0.91,0.19,0.0,0.0,0.0,0.0,1,1,1
兴利达,晟立达,17644605,17379410,True,0.33,0.73,0.33,0.33,0.61,0.36,0.0,0.0,0.0,0.0,1,1,1
兴利达,兴利  XL,17644605,17336869,True,0.67,0.7,0.67,0.67,0.91,0.0,0.0,0.0,0.0,0.0,1,1,1
兴利达,金利达,17644605,12254539,True,0.67,0.8,0.67,0.67,0.91,0.79,0.0,0.0,0.0,0.0,1,1,1
兴利达,瑞达兴,17644605,11956370,True,0.0,0.18,0.33,0.67,0.02,0.79,0.0,0.0,0.0,0.0,1,1,1
兴利达,益达利,17644605,16051100,True,0.0,0.3,0.33,0.67,0.05,0.8,0.0,0.0,0.0,0.0,1,1,1
兴利达,鹏力达,17644605,17040673,True,0.33,0.8,0.33,0.33,0.6,0.25,0.0,0.0,0.0,0.0,1,1,1
兴利达,达兴,17644605,1693710,True,0.0,0.2,0.33,0.67,0.01,0.0,0.0,0.0,0.0,0.0,1,1,1
兴利达,宝利兴,17644605,11409027,True,0.33,0.27,0.33,0.67,0.61,0.75,0.0,0.0,0.0,0.0,1,1,1
兴利达,金达利,17644605,16393563,True,0.0,0.4,0.33,0.67,0.02,0.79,0.0,0.0,0.0,0.0,1,1,1
兴利达,鑫利达,17644605,4744783,True,0.67,0.9,0.67,0.67,0.9,0.19,0.0,0.0,0.0,0.0,1,1,1
兴利达,兴利;XL,17644605,4696681,True,0.67,0.7,0.67,0.67,0.91,0.0,0.0,0.0,0.0,0.0,1,1,1
YIDAMOTOR,欧美佳,17643317,3882675,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
亲情沂蒙 亲情沂蒙旅游 FAMILY YIMENG TRIP,小儿侯,17643258,3882808,True,0.0,0.15,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1,1,0
蓝荠 CAMELINA,揽季,17642128,15723356,True,0.0,1.0,0.0,0.0,0.04,0.51,0.0,0.0,0.0,0.0,1,1,1
蓝荠 CAMELINA,兰姬,17642128,16300960,True,0.0,1.0,0.0,0.0,0.03,0.12,0.0,0.0,0.0,0.0,1,1,1
夏浦云电,红点子,17639613,3882686,True,0.0,0.2,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,1,1,0
盖邦,徽香源,17637215,3882923,True,0.0,0.36,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1,1,0
50 HZ,红星,17636475,3883619,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
AK,欧美佳,17631800,3882675,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
HONEST,红点子,17624756,3882686,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
金佳贵,金佳,21978450,18598461A,True,0.67,0.64,0.67,0.67,0.92,0.0,0.0,0.0,0.0,0.0,1,1,1
金佳贵,进家富,21978450,17839199,True,0.0,0.82,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,1,1,1
金佳贵,金喜佳,21978450,15446917A,True,0.33,0.55,0.33,0.67,0.61,0.81,0.0,0.0,0.0,0.0,1,1,1
金佳贵,金圆规,21978450,6926768,True,0.33,0.75,0.33,0.33,0.62,0.61,0.0,0.0,0.0,0.0,1,1,1
金佳贵,金贵冠,21978450,16874716,True,0.33,0.58,0.33,0.67,0.61,0.59,0.0,0.0,0.0,0.0,1,0,1
金佳贵,金钱归,21978450,4704725,True,0.33,0.83,0.33,0.33,0.61,0.58,0.0,0.0,0.0,0.0,1,1,1
添浩,景秀瓷丽,17620329,3883999,True,0.0,0.14,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1,1,0
添浩,良子,17620329,1596974,True,0.0,0.38,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,1,1,0
世纪奥桥,劲霸;K.BOXING,17618659,1589976,True,0.0,0.29,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1,1,0
皇鸣雨,黄铭,11021396,9757767,True,0.0,0.77,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,1,1,1
NATU,红星,17609441,3883619,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
钰马,玉玛 YUMMA,17603097,16761570,True,0.0,1.0,0.0,0.0,0.04,0.43,0.0,0.0,0.0,0.0,1,1,1
爱茉莉 AMORE,星火,11415577,3881992,True,0.0,0.13,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,1,1,0
邛海湿地公园,九州通,17571703,3884238,True,0.0,0.27,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,1,1,0
德贝尔,贝璐尔,17470702,17113821,True,0.33,0.44,0.33,0.67,0.59,0.74,0.0,0.0,0.0,0.0,1,1,1
德贝尔,德芙贝尔,17470702,17128330,True,0.75,0.75,0.67,0.75,0.93,0.0,0.0,0.0,0.0,0.0,1,1,1
德贝尔,贝福德,17470702,13606156,True,0.0,0.22,0.33,0.67,0.0,1.0,0.0,0.0,0.0,0.0,1,1,1
德贝尔,坎贝尔,17470702,5246829,True,0.67,0.7,0.67,0.67,0.92,0.67,0.0,0.0,0.0,0.0,1,1,1
德贝尔,北尔 BEIERT,17470702,16265806,True,0.33,0.67,0.33,0.33,0.61,0.0,0.0,0.0,0.0,0.0,1,1,1
德贝尔,贝洱,17470702,15506891,True,0.33,0.67,0.33,0.33,0.62,0.0,0.0,0.0,0.0,0.0,1,1,1
德贝尔,粉倍儿,17470702,15855509,True,0.0,0.8,0.0,0.0,0.01,0.29,0.0,0.0,0.0,0.0,1,1,1
德贝尔,她倍儿,17470702,15855505,True,0.0,0.78,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,1,1,1
德贝尔,黛倍儿,17470702,15855510,True,0.0,0.8,0.0,0.0,0.02,0.42,0.0,0.0,0.0,0.0,1,1,1
德贝尔,地贝,17470702,16326644,True,0.33,0.67,0.33,0.33,0.61,0.0,0.0,0.0,0.0,0.0,1,1,1
德贝尔,贝尔,17470702,16289430,True,0.67,0.67,0.67,0.67,0.92,0.0,0.0,0.0,0.0,0.0,1,1,1
德贝尔,蕾蓓儿,17470702,11529811,True,0.0,0.8,0.0,0.0,0.04,0.29,0.0,0.0,0.0,0.0,1,1,1
德贝尔,蓝贝儿,17470702,11717271,True,0.33,0.7,0.33,0.33,0.58,0.7,0.0,0.0,0.0,0.0,1,1,1
德贝尔,贝尔丽,17470702,4086210,True,0.33,0.33,0.67,0.67,0.6,0.7,0.0,0.0,0.0,0.0,1,1,1
德贝尔,呗儿,17470702,16747408,True,0.0,0.67,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,1,1,1
德贝尔,欧贝儿,17470702,5614802,True,0.33,0.78,0.33,0.33,0.64,0.63,0.0,0.0,0.0,0.0,1,1,1
德贝尔,迦梖儿,17470702,16455171,True,0.0,0.7,0.0,0.0,0.05,0.33,0.0,0.0,0.0,0.0,1,1,1
德贝尔,华尔贝,17470702,16139005,True,0.0,0.3,0.33,0.67,0.03,0.63,0.0,0.0,0.0,0.0,1,1,1
德贝尔,米贝尔,17470702,12266347,True,0.67,0.78,0.67,0.67,0.92,0.63,0.0,0.0,0.0,0.0,1,1,1
德贝尔,贝尔秀,17470702,10686815,True,0.33,0.3,0.67,0.67,0.64,0.67,0.0,0.0,0.0,0.0,1,1,1
德贝尔,爱贝尔,17470702,11473117,True,0.67,0.78,0.67,0.67,0.92,0.67,0.0,0.0,0.0,0.0,1,1,1
德贝尔,丁贝尔,17470702,6942562,True,0.67,0.73,0.67,0.67,0.91,0.1,0.0,0.0,0.0,0.0,1,1,1
德贝尔,优贝儿,17470702,11679590,True,0.33,0.7,0.33,0.33,0.61,0.67,0.0,0.0,0.0,0.0,1,1,1
德贝尔,澜呗儿,17470702,15760936,True,0.0,0.7,0.0,0.0,0.02,0.3,0.0,0.0,0.0,0.0,1,1,1
德贝尔,薛蓓儿,17470702,5349399,True,0.0,0.8,0.0,0.0,0.04,0.29,0.0,0.0,0.0,0.0,1,1,1
德贝尔,可倍儿,17470702,7233543,True,0.0,0.89,0.0,0.0,0.02,0.26,0.0,0.0,0.0,0.0,1,1,1
德贝尔,德尔惠,17470702,1604259,True,0.33,0.44,0.33,0.67,0.62,0.64,0.0,0.0,0.0,0.0,1,1,1
日月情 情,宝亭,16969519,3883713,True,0.0,0.25,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,1,1,0
轩凯,宝亭,17332517,3883713,True,0.0,0.13,0.0,0.0,0.01,0.28,0.0,0.0,0.0,0.0,1,1,0
轩凯,NJPALEO,17332517,3883194,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
楼联网,天联网,17379497,15586642,True,0.67,0.71,0.67,0.67,0.92,0.57,0.0,0.0,0.0,0.0,1,1,1
洗立昂,犀利眼,16969497,9837519,True,0.0,0.78,0.0,0.0,0.06,0.39,0.0,0.0,0.0,0.0,1,1,1
雄孩子,养孩子,17304218,16702259,True,0.67,0.75,0.67,0.67,0.91,0.75,0.0,0.0,0.0,0.0,1,1,1
雄孩子,孩子学,17304218,15830679,True,0.33,0.17,0.67,0.67,0.58,0.81,0.0,0.0,0.0,0.0,1,1,1
雄孩子,孩子爱,17304218,11625876,True,0.33,0.33,0.67,0.67,0.62,0.81,0.0,0.0,0.0,0.0,1,1,1
ZEBON,ZEBON,17278425,14440415,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1,1,1
奈特新优雅之触 NEW ELEGANT TOUCH NET,劲霸;KBOXING,17267674,1589593,True,0.0,0.16,0.0,0.0,0.06,0.0,0.22,0.0,0.0,0.0,1,1,0
富山润滑油 TOYAMA,贝欧BEVO,17277516,3882607,True,0.0,0.16,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,1,1,0
伐木累 WE ARE,果子狸,17243270,3882703,True,0.0,0.33,0.0,0.0,0.02,0.33,0.0,0.0,0.0,0.0,1,1,0
崨豹,皆豹,17184849,15881847,True,0.5,1.0,0.5,0.5,0.85,1.0,0.0,0.0,0.0,0.0,1,1,1
崨豹,绿杰保,17184849,16967070,True,0.0,0.7,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,1,1,1
崨豹,捷豹,17184849,850858,True,0.5,1.0,0.5,0.5,0.85,1.0,0.0,0.0,0.0,0.0,1,1,1
崨豹,睫豹,17184849,11136466,True,0.5,1.0,0.5,0.5,0.85,1.0,0.0,0.0,0.0,0.0,1,1,1
崨豹,捷豹,17184849,12159654,True,0.5,1.0,0.5,0.5,0.85,1.0,0.0,0.0,0.0,0.0,1,1,1
大珰家 开元通宝 光绪通宝,为保舒,17151931,3883501,True,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
仙根 FAIRY ROOT,红星,17129919,3883619,True,0.0,0.22,0.0,0.0,0.05,0.18,0.0,0.0,0.0,0.0,1,1,0
乐乐小镇,都可圣;DOKESN,17073339,3882771,True,0.0,0.27,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1,1,0
