740,010243,0106,非医用、非兽医用诊断制剂
741,010259,0106,试纸(非医用、非兽医用)
742,010278,0106,化学试纸
743,010416,0106,硝酸盐纸
744,010419,0106,石蕊试纸
745,010579,0106,非医用、非兽医用生物制剂
746,010594,0106,非医用、非兽医用细菌制剂
747,010595,0106,非医用、非兽医用细菌学研究制剂
748,010596,0106,非医用、非兽医用微生物培养物
749,010650,0106,电泳凝胶
750,010656,0106,农业生产用种子基因
751,010657,0106,非医用、非兽医用干细胞
752,010658,0106,非医用、非兽医用生物组织培养物
753,010680,0106,非医用、非兽医用微生物制剂
754,010690,0106,非医用、非兽医用佐剂
755,010027,0107,摄影用还原剂
756,010036,0107,蛋白纸
757,010090,0107,自动着色纸(摄影用)
758,010097,0107,定影液(摄影用)
759,010099,0107,调色定影液(摄影用)
760,010103,0107,氧化钡纸
761,010211,0107,摄影用化学制剂
762,010212,0107,照相感光布
763,010213,0107,感光板
764,010227,0107,晒蓝图用溶液
765,010245,0107,重氮纸
766,010267,0107,摄影感光乳剂
767,010269,0107,感光照相板
768,010292,0107,铁板照相板(摄影用)
769,010298,0107,定影溶液(摄影用)
770,010322,0107,相纸
771,010329,0107,摄影用明胶
772,010406,0107,胶印用感光板
773,010417,0107,光度测定纸
774,010418,0107,感光纸
775,010420,0107,摄影用果胶
776,010432,0107,蓝图纸
777,010434,0107,蓝图布
778,010435,0107,摄影用显影剂
779,010436,0107,摄影用感光剂
780,010464,0107,未曝光的X光感光胶片
781,010548,0107,调色盐(摄影用)
782,010581,0107,未曝光的感光胶片
783,010598,0107,未曝光的感光电影胶片
784,C010220,0107,光谱感光板
785,C010222,0107,晒图纸
786,010274,0108,未加工环氧树脂
787,010438,0108,未加工塑料
788,010455,0108,未加工合成树脂
789,010455,0108,未加工人造树脂
790,010461,0108,未加工丙烯酸树脂
791,010484,0108,硅酮
792,010484,0108,硅氧烷
793,010610,0108,过滤材料(未加工塑料)
794,010707,0108,未加工聚合树脂
795,C010224,0108,聚丙烯
796,C010225,0108,赛璐珞
797,C010226,0108,酚醛树脂
798,C010227,0108,脲醛树脂
799,C010229,0108,酪素树脂
800,C010230,0108,聚氯乙烯树脂
801,C010231,0108,玛脂
802,C010232,0108,电木粉
803,C010233,0108,胶木粉
804,C010235,0108,硅塑料
805,C010236,0108,模塑料
806,C010237,0108,塑膏
807,C010238,0108,磷酸三甲酚酯
808,C010239,0108,有机硅树脂
809,C010240,0108,离子交换树脂
810,C010243,0108,尼龙66盐
811,010143,0108,增塑剂
812,010605,0108,塑料分散剂
813,010043,0109,海藻(肥料)
814,010053,0109,土壤调节制剂
815,010094,0109,氮肥
816,010141,0109,氰氨化钙(肥料)
817,010271,0109,肥料
818,010293,0109,肥料制剂
819,010342,0109,鸟粪
820,010355,0109,腐殖土
821,010427,0109,磷酸盐(肥料)
822,010428,0109,矿渣(肥料)
823,010431,0109,过磷酸盐(肥料)
824,010445,0109,园艺用罐装泥炭
825,010478,0109,盐类(肥料)
826,010524,0109,种植土
827,010527,0109,壤土
828,010539,0109,泥炭(肥料)
829,010589,0109,无土生长培养基(农业)
830,010622,0109,混合肥料
831,010634,0109,植物生长调节剂
832,010641,0109,腐殖质表层肥
833,010652,0109,溶液培养的植物用多孔黏土
834,010659,0109,鱼粉肥料
835,010681,0109,盆栽土
836,010686,0109,有机沼渣(肥料)
837,010705,0109,表土
838,010710,0109,厩肥
839,C010244,0109,化学肥料
840,C010245,0109,植物肥料
841,C010246,0109,动物肥料
842,010288,0110,灭火合成物
843,010294,0110,防火制剂
844,C010199,0110,阻燃剂
845,C010247,0110,消防泡沫液
846,C010248,0110,灭火药粉
847,010393,0111,金属退火剂
848,010682,0111,金属回火剂
849,C010249,0111,淬火剂
850,C010250,0111,淬火油
851,010137,0112,铜焊制剂
852,010487,0112,焊接用化学品
853,010583,0112,铜焊助剂
854,010584,0112,助焊剂
